regionname,regiontype,regionlongitude,regionlatitude
70001,zip5,-90.164744,29.984248
70002,zip5,-90.162794,30.009407
70003,zip5,-90.212678,30.002628
70005,zip5,-90.134345,29.996426
70006,zip5,-90.193099,30.012730
70030,zip5,-90.419111,29.817610
70031,zip5,-90.275155,29.860636
70032,zip5,-89.988616,29.974361
70036,zip5,-90.152764,29.581975
70037,zip5,-89.997104,29.675256
70039,zip5,-90.394897,29.882598
70040,zip5,-89.677583,29.499064
70041,zip5,-89.517084,29.229065
70043,zip5,-89.946862,29.953645
70047,zip5,-90.367425,29.977703
70049,zip5,-90.583570,29.969171
70051,zip5,-90.619808,30.036426
70052,zip5,-90.713927,30.116435
70053,zip5,-90.055909,29.913582
70056,zip5,-90.027717,29.884177
70057,zip5,-90.471582,29.929172
70058,zip5,-90.064568,29.869866
70062,zip5,-90.252243,29.990835
70065,zip5,-90.250636,30.026765
70067,zip5,-90.075078,29.643969
70068,zip5,-90.441502,30.125615
70070,zip5,-90.365726,29.917008
70071,zip5,-90.711972,30.063863
70072,zip5,-90.116543,29.856813
70075,zip5,-89.893388,29.961898
70076,zip5,-90.642605,30.061974
70079,zip5,-90.405338,30.035289
70080,zip5,-90.437133,29.873790
70081,zip5,-89.321902,29.303685
70083,zip5,-89.805724,29.319656
70084,zip5,-90.554581,30.076102
70085,zip5,-89.589079,29.675533
70086,zip5,-90.846576,29.977078
70087,zip5,-90.319843,29.997880
70090,zip5,-90.706230,29.960841
70091,zip5,-89.399079,29.148050
70092,zip5,-89.858389,29.916101
70094,zip5,-90.203289,29.880346
70112,zip5,-90.076713,29.958842
70113,zip5,-90.083158,29.943133
70114,zip5,-90.033603,29.936761
70115,zip5,-90.100339,29.926512
70116,zip5,-90.067495,29.968947
70117,zip5,-90.028483,29.970072
70118,zip5,-90.122959,29.914136
70119,zip5,-90.085647,29.975351
70121,zip5,-90.156662,29.963986
70122,zip5,-90.065513,30.010767
70123,zip5,-90.205368,29.949593
70124,zip5,-90.103547,30.006054
70125,zip5,-90.102970,29.951915
70126,zip5,-89.993190,30.005137
70127,zip5,-89.977258,30.031389
70128,zip5,-89.958341,30.048249
70129,zip5,-89.798690,30.073400
70130,zip5,-90.073825,29.932435
70131,zip5,-89.960931,29.910884
70148,zip5,-90.043625,30.032349
70301,zip5,-90.741470,29.798289
70339,zip5,-91.169004,29.892363
70341,zip5,-91.059291,30.036940
70342,zip5,-91.173145,29.641528
70343,zip5,-90.591069,29.526270
70344,zip5,-90.626477,29.432888
70345,zip5,-90.303790,29.449821
70346,zip5,-91.012306,30.084831
70353,zip5,-90.675262,29.235253
70354,zip5,-90.285265,29.435237
70355,zip5,-90.460161,29.681729
70356,zip5,-91.053400,29.572228
70357,zip5,-90.216307,29.261462
70358,zip5,-89.997335,29.235280
70359,zip5,-90.768678,29.658987
70360,zip5,-90.821360,29.586790
70363,zip5,-90.687599,29.370065
70364,zip5,-90.667075,29.645043
70372,zip5,-90.960892,29.817467
70374,zip5,-90.444928,29.542846
70375,zip5,-90.517936,29.670234
70377,zip5,-90.530646,29.465137
70380,zip5,-91.231860,29.821130
70390,zip5,-91.036042,29.901018
70392,zip5,-91.332195,29.626217
70394,zip5,-90.529984,29.712028
70395,zip5,-90.872625,29.689164
70397,zip5,-91.043725,29.342526
70401,zip5,-90.462348,30.526027
70402,zip5,-90.468477,30.515518
70403,zip5,-90.470022,30.479834
70420,zip5,-89.956632,30.502630
70422,zip5,-90.563558,30.726884
70426,zip5,-89.879045,30.943615
70427,zip5,-89.907840,30.705284
70431,zip5,-89.929186,30.577527
70433,zip5,-90.144115,30.457129
70435,zip5,-90.106476,30.592179
70436,zip5,-90.533401,30.828410
70437,zip5,-90.211337,30.607644
70438,zip5,-90.095872,30.842302
70441,zip5,-90.713239,30.889538
70442,zip5,-90.339582,30.697682
70443,zip5,-90.532526,30.621630
70444,zip5,-90.482751,30.912340
70445,zip5,-89.918694,30.339725
70446,zip5,-90.356160,30.621961
70447,zip5,-90.184026,30.421027
70448,zip5,-90.047627,30.364766
70449,zip5,-90.687269,30.249655
70450,zip5,-90.270811,30.921286
70452,zip5,-89.755505,30.414013
70453,zip5,-90.776042,30.679378
70454,zip5,-90.395331,30.383266
70455,zip5,-90.321311,30.533755
70456,zip5,-90.498741,30.760710
70458,zip5,-89.800915,30.232128
70460,zip5,-89.824470,30.318689
70461,zip5,-89.687626,30.259093
70462,zip5,-90.583374,30.368693
70466,zip5,-90.491434,30.574590
70467,zip5,-89.755673,30.983634
70471,zip5,-90.030077,30.423491
70501,zip5,-91.989346,30.242610
70503,zip5,-92.059928,30.177753
70504,zip5,-92.044906,30.222541
70506,zip5,-92.075979,30.205574
70507,zip5,-92.031230,30.281431
70508,zip5,-92.028403,30.162904
70510,zip5,-92.185928,29.644870
70512,zip5,-91.924306,30.436494
70514,zip5,-91.556250,29.831613
70515,zip5,-92.553519,30.396469
70516,zip5,-92.308633,30.368606
70517,zip5,-91.827329,30.306631
70518,zip5,-91.935216,30.123770
70520,zip5,-92.042596,30.337088
70525,zip5,-92.219885,30.319731
70526,zip5,-92.394574,30.228502
70528,zip5,-91.989563,29.926447
70529,zip5,-92.182376,30.198155
70531,zip5,-92.518689,30.235974
70532,zip5,-92.707832,30.484520
70533,zip5,-92.062636,29.863824
70535,zip5,-92.432296,30.478946
70537,zip5,-92.564350,30.236671
70538,zip5,-91.624674,29.650787
70542,zip5,-92.596238,30.006964
70543,zip5,-92.522250,30.334618
70544,zip5,-91.509282,29.942414
70546,zip5,-92.671655,30.250198
70548,zip5,-92.400492,29.626858
70549,zip5,-92.768650,30.075159
70552,zip5,-91.676146,30.059676
70554,zip5,-92.473507,30.655911
70555,zip5,-92.155549,30.083232
70559,zip5,-92.495180,30.137897
70560,zip5,-91.862253,29.761397
70563,zip5,-91.740044,30.032822
70570,zip5,-92.106962,30.533154
70577,zip5,-91.859274,30.518072
70578,zip5,-92.261150,30.216180
70581,zip5,-92.740057,30.253778
70582,zip5,-91.644842,30.226319
70583,zip5,-92.120144,30.213299
70584,zip5,-92.093970,30.382213
70586,zip5,-92.385414,30.794768
70589,zip5,-92.036087,30.650894
70591,zip5,-92.826549,30.250207
70592,zip5,-92.014098,30.090187
70601,zip5,-93.226997,30.222618
70605,zip5,-93.280384,30.051895
70607,zip5,-93.195957,30.073389
70609,zip5,-93.216236,30.179770
70611,zip5,-93.195142,30.341683
70615,zip5,-93.110306,30.269642
70630,zip5,-93.009987,30.082302
70631,zip5,-93.352569,29.827943
70632,zip5,-93.079330,29.803725
70633,zip5,-93.383613,30.320882
70634,zip5,-93.296174,30.800456
70637,zip5,-93.020523,30.682552
70639,zip5,-93.516714,30.952516
70643,zip5,-92.843916,29.767017
70645,zip5,-93.481101,29.964966
70647,zip5,-93.009059,30.140439
70648,zip5,-92.927425,30.412362
70650,zip5,-92.927980,30.060511
70652,zip5,-93.257511,30.592623
70653,zip5,-93.567111,30.713242
70654,zip5,-92.921785,30.626930
70655,zip5,-92.736035,30.536857
70656,zip5,-92.946308,30.972649
70657,zip5,-93.133558,30.487587
70658,zip5,-93.022432,30.518320
70660,zip5,-93.494204,30.523381
70661,zip5,-93.641375,30.241794
70662,zip5,-93.024824,30.826264
70663,zip5,-93.392649,30.260307
70665,zip5,-93.440750,30.130954
70668,zip5,-93.601702,30.164072
70669,zip5,-93.271128,30.247911
70706,zip5,-90.917624,30.592446
70710,zip5,-91.235998,30.331212
70711,zip5,-90.606542,30.538321
70712,zip5,-91.598493,30.967589
70714,zip5,-91.129032,30.589252
70715,zip5,-91.671194,30.798183
70719,zip5,-91.275220,30.384701
70721,zip5,-91.102201,30.218329
70722,zip5,-90.956665,30.847694
70723,zip5,-90.849902,30.080831
70725,zip5,-90.948055,30.149180
70726,zip5,-90.881106,30.406452
70729,zip5,-91.329586,30.591626
70730,zip5,-91.126735,30.817219
70732,zip5,-91.648011,30.616939
70733,zip5,-90.778905,30.279656
70734,zip5,-91.008335,30.123942
70736,zip5,-91.336331,30.633745
70737,zip5,-90.925000,30.225527
70739,zip5,-90.951133,30.620515
70740,zip5,-91.486062,30.311034
70744,zip5,-90.668288,30.553896
70748,zip5,-91.246884,30.848165
70749,zip5,-91.407724,30.631195
70750,zip5,-91.760982,30.560712
70752,zip5,-91.429486,30.572865
70753,zip5,-91.724610,30.957547
70754,zip5,-90.749508,30.404203
70755,zip5,-91.523212,30.599646
70756,zip5,-91.641933,30.533624
70757,zip5,-91.574956,30.433792
70759,zip5,-91.620126,30.702950
70760,zip5,-91.446326,30.711171
70761,zip5,-91.011858,30.979570
70762,zip5,-91.461243,30.540935
70763,zip5,-90.786090,30.091497
70764,zip5,-91.302162,30.190858
70767,zip5,-91.342539,30.461928
70769,zip5,-90.924947,30.321468
70770,zip5,-90.985533,30.637417
70772,zip5,-91.457972,30.443879
70773,zip5,-91.370311,30.569823
70774,zip5,-90.754740,30.192662
70775,zip5,-91.459431,30.869575
70776,zip5,-91.087304,30.275513
70777,zip5,-91.082962,30.721869
70778,zip5,-90.859962,30.164036
70780,zip5,-91.173766,30.297157
70783,zip5,-91.418197,30.677137
70785,zip5,-90.817963,30.561612
70788,zip5,-91.176383,30.130501
70789,zip5,-91.056025,30.943009
70791,zip5,-91.132117,30.649765
70792,zip5,-90.774783,30.018050
70801,zip5,-91.187592,30.449193
70802,zip5,-91.167687,30.459900
70803,zip5,-91.183239,30.412125
70805,zip5,-91.151535,30.489730
70806,zip5,-91.127749,30.454240
70807,zip5,-91.208616,30.553912
70808,zip5,-91.144181,30.408472
70809,zip5,-91.064119,30.390448
70810,zip5,-91.077590,30.349713
70811,zip5,-91.106949,30.532897
70812,zip5,-91.110480,30.500093
70813,zip5,-91.199226,30.528008
70814,zip5,-91.073722,30.484405
70815,zip5,-91.067992,30.453213
70816,zip5,-91.019309,30.431362
70817,zip5,-90.971558,30.370763
70818,zip5,-91.057093,30.511759
70819,zip5,-91.013441,30.472324
70820,zip5,-91.178149,30.374194
71001,zip5,-92.906776,32.562434
71002,zip5,-93.131024,32.063424
71003,zip5,-93.038382,32.610493
71004,zip5,-93.856073,32.724264
71006,zip5,-93.635538,32.725585
71007,zip5,-94.004609,32.375036
71008,zip5,-92.962698,32.273381
71016,zip5,-93.081432,32.258165
71018,zip5,-93.474781,32.787975
71019,zip5,-93.364248,32.061268
71023,zip5,-93.388275,32.474232
71024,zip5,-93.194256,32.489385
71027,zip5,-93.651016,32.253123
71028,zip5,-93.066121,32.501175
71029,zip5,-93.815834,32.781730
71030,zip5,-93.810640,32.189667
71031,zip5,-92.907938,31.952032
71032,zip5,-93.768565,32.100772
71033,zip5,-93.979867,32.421162
71034,zip5,-93.307945,32.177370
71037,zip5,-93.533925,32.497510
71038,zip5,-92.981671,32.932529
71039,zip5,-93.292388,32.423821
71040,zip5,-92.970041,32.753741
71043,zip5,-93.874269,32.890520
71044,zip5,-93.896789,32.883336
71045,zip5,-93.180776,32.333022
71046,zip5,-93.942102,32.155199
71047,zip5,-93.897585,32.309400
71048,zip5,-92.854719,32.841269
71049,zip5,-93.955098,32.012023
71051,zip5,-93.497293,32.333846
71052,zip5,-93.671216,31.878499
71055,zip5,-93.282537,32.730252
71060,zip5,-93.952675,32.673440
71061,zip5,-93.939140,32.760668
71063,zip5,-93.534943,31.889707
71064,zip5,-93.657844,32.913719
71065,zip5,-93.519073,31.797255
71067,zip5,-93.511903,32.630517
71068,zip5,-93.308900,32.301259
71069,zip5,-93.985820,32.964584
71070,zip5,-92.978514,32.119354
71071,zip5,-93.444983,32.926751
71072,zip5,-93.318142,32.943206
71073,zip5,-93.294627,32.533957
71075,zip5,-93.475959,32.995942
71078,zip5,-93.812984,32.276016
71079,zip5,-92.803477,32.935552
71082,zip5,-93.944775,32.845956
71101,zip5,-93.744351,32.505989
71103,zip5,-93.776226,32.487272
71104,zip5,-93.729147,32.474443
71105,zip5,-93.708740,32.457153
71106,zip5,-93.660291,32.318355
71107,zip5,-93.870145,32.590295
71108,zip5,-93.793121,32.436213
71109,zip5,-93.813224,32.462740
71110,zip5,-93.634558,32.518658
71111,zip5,-93.694105,32.577825
71112,zip5,-93.637382,32.447412
71115,zip5,-93.595015,32.323902
71118,zip5,-93.806809,32.394563
71119,zip5,-93.917098,32.482046
71129,zip5,-93.924945,32.406054
71201,zip5,-92.105506,32.532168
71202,zip5,-92.049538,32.386054
71203,zip5,-92.032343,32.586712
71209,zip5,-92.072405,32.527632
71219,zip5,-91.703549,32.304296
71220,zip5,-91.898900,32.683788
71222,zip5,-92.655765,32.823371
71223,zip5,-91.686872,32.906926
71225,zip5,-92.338044,32.458080
71226,zip5,-92.443921,32.234772
71227,zip5,-92.478040,32.378067
71229,zip5,-91.875310,32.633143
71232,zip5,-91.544170,32.404237
71234,zip5,-92.332841,32.635318
71235,zip5,-92.682299,32.687024
71237,zip5,-91.496400,32.602252
71238,zip5,-92.383386,32.361053
71241,zip5,-92.301939,32.710661
71243,zip5,-91.810467,31.982571
71245,zip5,-92.723149,32.525508
71250,zip5,-91.582025,32.964472
71251,zip5,-92.657554,32.219023
71254,zip5,-91.221777,32.859337
71256,zip5,-92.675922,32.935185
71259,zip5,-91.852507,32.278644
71260,zip5,-92.263581,32.801660
71261,zip5,-91.665708,32.769414
71263,zip5,-91.433563,32.885229
71264,zip5,-91.766776,32.617317
71266,zip5,-91.490890,32.699809
71268,zip5,-92.720309,32.328736
71269,zip5,-91.806746,32.452300
71270,zip5,-92.627403,32.488022
71275,zip5,-92.808186,32.533393
71276,zip5,-91.284493,32.576203
71277,zip5,-92.557665,32.941745
71280,zip5,-92.054989,32.702474
71282,zip5,-91.225995,32.381283
71286,zip5,-91.235722,32.663825
71291,zip5,-92.190166,32.570013
71292,zip5,-92.227299,32.393460
71295,zip5,-91.711483,32.170503
71301,zip5,-92.473975,31.257873
71302,zip5,-92.350384,31.202757
71303,zip5,-92.532944,31.278696
71316,zip5,-91.757159,31.248843
71322,zip5,-92.139970,30.845544
71323,zip5,-92.200717,31.268008
71325,zip5,-92.318994,31.029633
71326,zip5,-91.544854,31.811298
71327,zip5,-92.057841,30.935192
71328,zip5,-92.201578,31.394321
71331,zip5,-92.089924,31.276763
71333,zip5,-92.070445,30.910511
71334,zip5,-91.602946,31.671880
71336,zip5,-91.613456,32.027596
71340,zip5,-91.888506,31.784341
71341,zip5,-92.160653,31.051480
71342,zip5,-92.165417,31.458532
71343,zip5,-91.859108,31.284400
71346,zip5,-92.362634,31.135637
71350,zip5,-92.064654,31.063323
71351,zip5,-91.968074,31.155098
71353,zip5,-91.774752,30.518445
71354,zip5,-91.670021,31.296435
71355,zip5,-91.859283,31.057458
71356,zip5,-92.028589,30.836897
71357,zip5,-91.295424,32.117970
71358,zip5,-91.881465,30.686895
71360,zip5,-92.389493,31.332139
71362,zip5,-91.905234,30.848331
71366,zip5,-91.380618,31.949924
71367,zip5,-92.280467,30.855471
71368,zip5,-91.697676,31.762576
71369,zip5,-91.869111,30.927117
71371,zip5,-92.260534,31.654426
71373,zip5,-91.522115,31.566210
71375,zip5,-91.339771,31.867241
71378,zip5,-91.716194,31.954357
71401,zip5,-91.988306,31.746180
71403,zip5,-93.424146,31.184751
71404,zip5,-92.745284,31.797056
71405,zip5,-92.398403,31.386701
71406,zip5,-93.534308,31.688293
71407,zip5,-92.493334,31.510641
71409,zip5,-92.666489,31.325169
71411,zip5,-93.112006,31.911407
71416,zip5,-92.874253,31.514571
71417,zip5,-92.658184,31.470361
71418,zip5,-92.089780,32.162048
71419,zip5,-93.723219,31.795548
71422,zip5,-92.658914,32.072232
71423,zip5,-92.546816,31.472454
71424,zip5,-92.674989,31.179032
71425,zip5,-91.865623,31.885136
71426,zip5,-93.488204,31.493043
71427,zip5,-92.888907,31.375032
71429,zip5,-93.426423,31.309393
71430,zip5,-92.505102,31.044666
71432,zip5,-92.435869,31.748828
71433,zip5,-92.639318,31.001694
71435,zip5,-92.120915,32.008039
71438,zip5,-92.848365,31.106757
71439,zip5,-93.336386,31.339206
71441,zip5,-92.188768,31.957778
71446,zip5,-93.180378,30.987283
71447,zip5,-92.809895,31.412901
71449,zip5,-93.513768,31.596705
71450,zip5,-93.415686,31.792958
71454,zip5,-92.813777,31.667013
71455,zip5,-92.930013,31.367782
71456,zip5,-92.973440,31.631798
71457,zip5,-93.064697,31.738566
71459,zip5,-93.162179,31.076412
71461,zip5,-93.294302,31.123292
71462,zip5,-93.711087,31.605320
71463,zip5,-92.725580,30.801895
71465,zip5,-92.269350,31.801502
71466,zip5,-92.767951,31.240556
71467,zip5,-92.344577,31.523601
71468,zip5,-93.070232,31.475187
71469,zip5,-93.243547,31.619929
71472,zip5,-92.785763,31.190198
71473,zip5,-92.438473,32.058829
71479,zip5,-92.367998,31.873616
71483,zip5,-92.673633,31.879294
71485,zip5,-92.529206,31.147864
71486,zip5,-93.634571,31.658153
71601,zip5,-91.905826,34.169616
71602,zip5,-92.144181,34.287502
71603,zip5,-92.115867,34.144169
71630,zip5,-91.247300,33.583080
71631,zip5,-92.255351,33.547685
71635,zip5,-92.002402,33.146303
71638,zip5,-91.406835,33.477433
71639,zip5,-91.467398,33.922132
71640,zip5,-91.276352,33.131129
71642,zip5,-91.882067,33.379627
71643,zip5,-91.530640,34.034733
71644,zip5,-91.700854,33.856910
71646,zip5,-91.811413,33.185586
71647,zip5,-92.115831,33.352225
71651,zip5,-92.291734,33.268046
71652,zip5,-92.288438,33.861077
71653,zip5,-91.302694,33.377967
71654,zip5,-91.365631,33.650843
71655,zip5,-91.791145,33.605437
71656,zip5,-91.807697,33.587362
71658,zip5,-91.573478,33.299100
71660,zip5,-92.189573,33.777937
71661,zip5,-91.521530,33.113067
71662,zip5,-91.380890,33.803305
71663,zip5,-91.456932,33.256706
71665,zip5,-92.214494,33.968716
71666,zip5,-91.179087,33.617140
71667,zip5,-91.846723,33.884513
71670,zip5,-91.501653,33.678870
71671,zip5,-92.153324,33.590219
71674,zip5,-91.246748,33.884967
71675,zip5,-91.924585,33.678626
71676,zip5,-91.578915,33.066747
71677,zip5,-91.529056,33.746195
71678,zip5,-91.775804,34.035816
71701,zip5,-92.901227,33.536447
71720,zip5,-92.671652,33.731532
71722,zip5,-93.212004,33.689339
71725,zip5,-92.613866,34.019143
71726,zip5,-92.970762,33.709586
71730,zip5,-92.639129,33.206853
71740,zip5,-93.190953,33.088366
71742,zip5,-92.459904,33.841954
71743,zip5,-93.092440,33.870376
71744,zip5,-92.547592,33.540504
71745,zip5,-92.383326,33.482841
71747,zip5,-92.202523,33.060263
71748,zip5,-92.434992,33.915213
71749,zip5,-92.775951,33.083344
71751,zip5,-92.755195,33.414603
71752,zip5,-93.187288,33.408983
71753,zip5,-93.180773,33.265048
71758,zip5,-92.909638,33.316741
71762,zip5,-92.767479,33.344456
71763,zip5,-92.772222,33.904701
71764,zip5,-93.033682,33.421232
71765,zip5,-92.306844,33.026908
71766,zip5,-92.464157,33.749098
71770,zip5,-93.326435,33.366656
71801,zip5,-93.598614,33.656863
71822,zip5,-94.129571,33.653705
71825,zip5,-93.537238,33.880542
71826,zip5,-93.670724,33.120163
71827,zip5,-93.427158,33.309085
71828,zip5,-93.267349,33.619986
71831,zip5,-93.799179,33.801990
71832,zip5,-94.280162,34.072072
71833,zip5,-93.998345,34.046598
71834,zip5,-93.923586,33.105606
71835,zip5,-93.423315,33.676011
71836,zip5,-94.402514,33.695132
71837,zip5,-93.905139,33.289167
71838,zip5,-93.828262,33.573021
71839,zip5,-93.752050,33.165507
71841,zip5,-94.357377,34.165541
71842,zip5,-94.273372,33.918630
71845,zip5,-93.635482,33.389100
71846,zip5,-94.110270,33.948326
71847,zip5,-93.615926,33.917449
71851,zip5,-93.947870,33.850397
71852,zip5,-93.880381,34.037804
71853,zip5,-93.949196,33.585300
71854,zip5,-93.883159,33.495755
71855,zip5,-93.711410,33.847207
71857,zip5,-93.293086,33.794653
71858,zip5,-93.293388,33.552334
71859,zip5,-93.935987,33.747872
71860,zip5,-93.525337,33.347299
71861,zip5,-93.424725,33.098680
71862,zip5,-93.722389,33.742655
71864,zip5,-93.298516,33.477008
71865,zip5,-94.104438,33.743733
71866,zip5,-94.388212,33.858101
71901,zip5,-92.973717,34.508388
71909,zip5,-92.981030,34.645864
71913,zip5,-93.060358,34.441153
71921,zip5,-93.334093,34.225790
71922,zip5,-93.433956,34.017585
71923,zip5,-93.080921,34.099714
71929,zip5,-93.173243,34.318831
71933,zip5,-93.327938,34.369486
71935,zip5,-93.670327,34.386021
71937,zip5,-94.375745,34.390953
71940,zip5,-93.507184,34.054912
71941,zip5,-92.962412,34.241847
71942,zip5,-93.005640,34.213423
71943,zip5,-93.595178,34.313571
71944,zip5,-94.357148,34.237339
71945,zip5,-94.356767,34.474785
71949,zip5,-93.186047,34.665594
71950,zip5,-93.586772,34.170023
71952,zip5,-93.830793,34.319010
71953,zip5,-94.195043,34.525036
71956,zip5,-93.171749,34.582104
71957,zip5,-93.669250,34.542011
71958,zip5,-93.697351,34.087086
71959,zip5,-93.859173,34.220585
71960,zip5,-93.692325,34.462916
71961,zip5,-93.821147,34.637554
71962,zip5,-93.324241,34.041204
71964,zip5,-93.247475,34.418980
71965,zip5,-93.755415,34.615492
71968,zip5,-93.281421,34.513871
71969,zip5,-93.637356,34.669751
71970,zip5,-93.557641,34.630280
71971,zip5,-94.095754,34.301251
71972,zip5,-94.299999,34.378420
71973,zip5,-94.355807,34.306415
71998,zip5,-93.053511,34.127188
71999,zip5,-93.059026,34.127471
72001,zip5,-92.905693,35.045791
72002,zip5,-92.548349,34.644405
72003,zip5,-91.405305,34.387096
72004,zip5,-91.746565,34.240310
72005,zip5,-91.089831,35.567793
72006,zip5,-91.354758,35.230486
72007,zip5,-91.978927,35.019434
72010,zip5,-91.505459,35.194252
72011,zip5,-92.479169,34.511543
72012,zip5,-91.906733,35.118533
72013,zip5,-92.409156,35.425287
72014,zip5,-91.111448,35.429100
72015,zip5,-92.621765,34.512213
72016,zip5,-92.644858,34.935206
72017,zip5,-91.527794,34.825521
72019,zip5,-92.672412,34.619280
72020,zip5,-91.488534,35.462497
72021,zip5,-91.218204,34.861826
72022,zip5,-92.499710,34.598893
72023,zip5,-92.068544,34.951929
72024,zip5,-91.742297,34.768510
72025,zip5,-93.049492,35.040332
72026,zip5,-91.294759,34.502429
72027,zip5,-92.581485,35.387993
72028,zip5,-92.422006,35.516533
72029,zip5,-91.188018,34.500970
72030,zip5,-92.702453,35.411654
72031,zip5,-92.588855,35.631059
72032,zip5,-92.370592,35.051097
72034,zip5,-92.483538,35.059976
72035,zip5,-92.458692,35.075743
72036,zip5,-91.206082,35.046646
72038,zip5,-91.224489,34.457250
72039,zip5,-92.418582,35.338075
72040,zip5,-91.518240,34.976258
72041,zip5,-91.535729,34.696160
72042,zip5,-91.344033,34.162185
72044,zip5,-92.173821,35.653248
72045,zip5,-92.052346,35.084946
72046,zip5,-91.940512,34.548889
72047,zip5,-92.226447,35.201186
72048,zip5,-91.132679,34.202713
72051,zip5,-92.304394,35.774833
72052,zip5,-91.785232,35.131391
72055,zip5,-91.365717,34.008034
72057,zip5,-92.313322,34.154910
72058,zip5,-92.357919,35.248011
72060,zip5,-91.628003,35.087319
72063,zip5,-92.772217,35.312601
72064,zip5,-91.567884,34.796579
72065,zip5,-92.267826,34.537322
72066,zip5,-91.747177,34.988709
72067,zip5,-92.143169,35.560579
72068,zip5,-91.707047,35.165706
72069,zip5,-91.158830,34.603730
72070,zip5,-92.698465,35.031818
72072,zip5,-91.729942,34.530413
72073,zip5,-91.638964,34.392897
72076,zip5,-92.152025,34.860241
72079,zip5,-92.131671,34.366914
72080,zip5,-92.798761,35.425906
72081,zip5,-91.639054,35.308402
72082,zip5,-91.669644,35.239027
72083,zip5,-92.002298,34.585966
72084,zip5,-92.603420,34.225155
72086,zip5,-91.927069,34.784179
72087,zip5,-92.842949,34.521065
72088,zip5,-92.271911,35.597999
72099,zip5,-92.138047,34.909523
72101,zip5,-91.141077,35.265664
72102,zip5,-91.826115,35.145027
72103,zip5,-92.383650,34.496493
72104,zip5,-92.905749,34.342385
72105,zip5,-92.806015,34.473997
72106,zip5,-92.487114,34.978710
72110,zip5,-92.708045,35.152638
72111,zip5,-92.136916,35.243415
72112,zip5,-91.206526,35.541697
72113,zip5,-92.401246,34.872493
72114,zip5,-92.259525,34.765020
72116,zip5,-92.244656,34.805709
72117,zip5,-92.153071,34.777874
72118,zip5,-92.324083,34.845331
72120,zip5,-92.225610,34.881383
72121,zip5,-91.788183,35.448500
72122,zip5,-92.816539,34.777596
72125,zip5,-92.801515,35.047372
72126,zip5,-92.990547,34.930727
72127,zip5,-92.590344,35.097589
72128,zip5,-92.617926,34.332870
72129,zip5,-92.530725,34.327912
72130,zip5,-92.052460,35.666711
72131,zip5,-92.178686,35.424194
72132,zip5,-92.166305,34.439580
72133,zip5,-91.520986,34.112754
72134,zip5,-91.367326,34.607367
72135,zip5,-92.600736,34.844647
72136,zip5,-92.028841,35.227129
72137,zip5,-92.008788,35.330565
72140,zip5,-91.130576,34.334993
72141,zip5,-92.668217,35.514944
72142,zip5,-92.071274,34.734963
72143,zip5,-91.704127,35.108014
72149,zip5,-91.726791,35.247477
72150,zip5,-92.368150,34.205553
72152,zip5,-91.974030,34.344060
72153,zip5,-92.295250,35.461420
72156,zip5,-92.682697,35.282035
72157,zip5,-92.563452,35.269263
72160,zip5,-91.509772,34.192462
72165,zip5,-91.448128,35.569559
72166,zip5,-91.235875,33.977836
72167,zip5,-92.660636,34.432286
72168,zip5,-91.977622,34.434401
72170,zip5,-91.530277,34.608910
72173,zip5,-92.217380,35.097288
72175,zip5,-91.769002,34.352064
72176,zip5,-91.887511,34.982913
72179,zip5,-91.872842,35.502860
72199,zip5,-92.319364,34.835152
72201,zip5,-92.280057,34.746610
72202,zip5,-92.258097,34.735240
72204,zip5,-92.354550,34.722329
72205,zip5,-92.346547,34.752490
72206,zip5,-92.253055,34.654125
72207,zip5,-92.341617,34.773238
72209,zip5,-92.369837,34.671625
72210,zip5,-92.529004,34.731236
72211,zip5,-92.417736,34.746067
72212,zip5,-92.411950,34.779905
72223,zip5,-92.517449,34.790370
72227,zip5,-92.374373,34.775829
72301,zip5,-90.157481,35.153474
72310,zip5,-89.731226,35.842563
72311,zip5,-90.984046,34.681803
72313,zip5,-90.220471,35.475802
72315,zip5,-89.862010,35.912839
72320,zip5,-90.534322,34.842963
72321,zip5,-89.989435,35.806737
72324,zip5,-90.707860,35.388325
72326,zip5,-90.884629,35.106127
72327,zip5,-90.313729,35.227955
72328,zip5,-90.936308,34.194544
72329,zip5,-89.955360,35.553312
72330,zip5,-90.196797,35.589559
72331,zip5,-90.459553,35.264089
72333,zip5,-90.913558,34.306210
72335,zip5,-90.748473,35.011756
72338,zip5,-90.167768,35.451751
72339,zip5,-90.267150,35.417234
72340,zip5,-91.020973,34.940473
72341,zip5,-90.683702,34.887540
72342,zip5,-90.695618,34.459366
72346,zip5,-90.506015,35.044525
72347,zip5,-90.996740,35.305723
72348,zip5,-90.452191,34.953629
72350,zip5,-90.134359,35.441243
72351,zip5,-90.098897,35.691302
72354,zip5,-90.298649,35.605835
72355,zip5,-90.761977,34.462333
72358,zip5,-89.849270,35.791406
72360,zip5,-90.758790,34.781209
72364,zip5,-90.181773,35.242865
72365,zip5,-90.448586,35.541884
72366,zip5,-90.960074,34.526689
72367,zip5,-91.047460,34.191242
72368,zip5,-91.005240,34.821232
72369,zip5,-90.905560,34.392499
72370,zip5,-90.060887,35.690669
72372,zip5,-90.942573,35.012254
72373,zip5,-90.558504,35.147936
72374,zip5,-90.860815,34.556226
72376,zip5,-90.301890,35.087548
72379,zip5,-91.048104,34.053338
72384,zip5,-90.245333,35.352848
